ID,IPA,POS,Alt form,Def,defFr,defDu,defEn,C1 IPA,C2 IPA,C1 Voicing,C2 Voicing,C1 place,C2 place,Homorganic,C1 Manner,C2 Manner,T-D,N-ND,D-ND,KP-K,T-N,T-ND,D-N
3368,sɛ̍sɛ̍,(s.),,espèce d’amarante cultivée comme légume. Amarante groenteplant.,espèce d’amarante cultivée comme légume,Amarante groenteplant,,s,s,voiceless,voiceless,other,other,homorganic,other,other,No,No,No,No,No,No,No
3370,sɛtɛ,(v.),,"couper en rasant, détacher à petits coups. Rakelings afkappen.","couper en rasant, détacher à petits coups",Rakelings afkappen,,s,t,voiceless,voiceless,other,cor,non-homorganic,other,T,No,No,No,No,No,No,No
3371,sɛ̍tɛ̍,(s. étr.),,clou. Spijker.,clou,Spijker,,s,t,voiceless,voiceless,other,cor,non-homorganic,other,T,No,No,No,No,No,No,No
3372,sɛ̀tò,(s.),,araignée. Spin.,araignée,Spin,,s,t,voiceless,voiceless,other,cor,non-homorganic,other,T,No,No,No,No,No,No,No
3373,Sɛ̀tò,(s.),,"Seto, esprit de forêt- et héros bouffon des contes : à . l’origine c’était l’araignée légendaire des contes Soudanais. Seto, de bosgeest en boertige fabelheld der Ngbaka, heeft zijn oorsprong in de spinfabels van Soedan.","Seto, esprit de forêt- et héros bouffon des contes : à",l’origine c’était l’araignée légendaire des contes Soudanais,,s,t,voiceless,voiceless,other,cor,non-homorganic,other,T,No,No,No,No,No,No,No
3377,siki,(v.),,"tourner (horizontalement). Draaien, omdraaien.",tourner (horizontalement),"Draaien, omdraaien",,s,k,voiceless,voiceless,other,dor,non-homorganic,other,T,No,No,No,No,No,No,No
3378,sìkò,(s.),,chimpansée/ Chimpan- zeaap.,chimpansée/ Chimpan- zeaap,,,s,k,voiceless,voiceless,other,dor,non-homorganic,other,T,No,No,No,No,No,No,No
3379,sìlà,(s.),," : foie ; (fig.) cœur. Lever ; (fig.) hart, gemoed.","hart, gemoed",,,s,l,voiceless,voiced,other,other,homorganic,other,other,No,No,No,No,No,No,No
3380,sìlì,(s.),,puce. Vlo.,puce,Vlo,,s,l,voiceless,voiced,other,other,homorganic,other,other,No,No,No,No,No,No,No
3381,sìli̍,(s.),sili tula,",  : son de maïs. Zemelen van maïs.",", sili tula : son de maïs",Zemelen van maïs,,s,l,voiceless,voiced,other,other,homorganic,other,other,No,No,No,No,No,No,No
3382,síndé,(s.),, : petit écureuil à raies claires sur le dos. Klein gestreept eekhoorntje (Tamiscus sp.)?,,,,s,nd,voiceless,voiced,other,cor,non-homorganic,other,ND,No,No,No,No,No,No,No
3383,si̍ndi̍,(s.),,"sésame. Sezaamplani, sezaamzaad (oliehoudend).",sésame,"Sezaamplani, sezaamzaad (oliehoudend)",,s,nd,voiceless,voiced,other,cor,non-homorganic,other,ND,No,No,No,No,No,No,No
3384,síndò,(s.),,espèce de concombre indigène. Inlandse komkom- r mer ‘'(Cucumis melo).,espèce de concombre indigène,Inlandse komkom- r mer ‘'(Cucumis melo),,s,nd,voiceless,voiced,other,cor,non-homorganic,other,ND,No,No,No,No,No,No,No
3385,sini,(v.),tɔɛ," : =  : lier côte à côte (des baguettes p. ex.), en croisant deux cordes. Neveneen- binden met twee koorden die malkander kruisen.",", en croisant deux cordes",Neveneen- binden met twee koorden die malkander kruisen,,s,n,voiceless,voiced,other,cor,non-homorganic,other,N,No,No,No,No,No,No,No
3388,soko,(v.),,"regarder attentivement, observer. Aankijken, nakijken.","regarder attentivement, observer","Aankijken, nakijken",,s,k,voiceless,voiceless,other,dor,non-homorganic,other,T,No,No,No,No,No,No,No
3389,solo,(v.),,s’accroupir. Hurken.,s’accroupir,Hurken,,s,l,voiceless,voiced,other,other,homorganic,other,other,No,No,No,No,No,No,No
3390,solo,(v.),,tendre ; être tendu. Doen spannen ; gespannen staan.,tendre ; être tendu,Doen spannen ; gespannen staan,,s,l,voiceless,voiced,other,other,homorganic,other,other,No,No,No,No,No,No,No
3405,sɔ̀kpã́,(s.),,envie de choses appétissantes. Lust naar iets lekkers.,envie de choses appétissantes,Lust naar iets lekkers,,s,kp,voiceless,voiceless,other,labdor,non-homorganic,other,T,No,No,No,No,No,No,No
3406,sɔkpɔ,(v.),,"pousser doucement, piler doucement. Stoten zonder geweld.","pousser doucement, piler doucement",Stoten zonder geweld,,s,kp,voiceless,voiceless,other,labdor,non-homorganic,other,T,No,No,No,No,No,No,No
3407,sɔ̍la̍,(s.),,étoile. Ster.,étoile,Ster,,s,l,voiceless,voiced,other,other,homorganic,other,other,No,No,No,No,No,No,No
3409,sɔlɔ,(v.),,"rapprocher, pousser ensemble, pousser sur place. Aanschuiven, bijeenduwen; zich uit dop ontwikkelen.","rapprocher, pousser ensemble, pousser sur place","Aanschuiven, bijeenduwen; zich uit dop ontwikkelen",,s,l,voiceless,voiced,other,other,homorganic,other,other,No,No,No,No,No,No,No
3410,sɔlɔ,(v.),sɔ̀lɔ̀ dò-, : être dû à sa propre faute. Te wijten zijn aan eigen schuld.,sɔ̀lɔ̀ dò- : être dû à sa propre faute,Te wijten zijn aan eigen schuld,,s,l,voiceless,voiced,other,other,homorganic,other,other,No,No,No,No,No,No,No
3411,sɔnzɔ,(v.),,se soucier de. Bezorgd zijn om.,se soucier de,Bezorgd zijn om,,s,nz,voiceless,voiced,other,other,homorganic,other,other,No,No,No,No,No,No,No
3412,sɔ̍ŋga̍,(s.),,"euphorbe candélabre, cultivée pour la pêche. Kandelaber euphorbe, gekweekt als Vis- bedwelmend gift.","euphorbe candélabre, cultivée pour la pêche","Kandelaber euphorbe, gekweekt als Vis- bedwelmend gift",,s,ŋg,voiceless,voiced,other,dor,non-homorganic,other,ND,No,No,No,No,No,No,No
3413,sɔ̀ŋgà,(s.),,pressoir d’huile consistant en un filet grossier contenant la pulpe des fruits de palmier et qui est tordu à l’aide d’un bâton. Oliepers bestaande uit net waarin het palm- vlees gewrongen wordt.,pressoir d’huile consistant en un filet grossier contenant la pulpe des fruits de palmier et qui est tordu à l’aide d’un bâton,Oliepers bestaande uit net waarin het palm- vlees gewrongen wordt,,s,ŋg,voiceless,voiced,other,dor,non-homorganic,other,ND,No,No,No,No,No,No,No
3415,sɔsɔ,(v.),,"tâcher d’attraper, — d’atteindre, chercher un point de mire. Zoeken ie grijpen, naar iets tasten, mikpunt zoeken.","tâcher d’attraper, — d’atteindre, chercher un point de mire","Zoeken ie grijpen, naar iets tasten, mikpunt zoeken",,s,s,voiceless,voiceless,other,other,homorganic,other,other,No,No,No,No,No,No,No
3416,sɔ̍sɔ̃̍,(s.),,"sucriers, petits oiseaux ressemblant aux colibris. Honingvo geitjes.","sucriers, petits oiseaux ressemblant aux colibris",Honingvo geitjes,,s,s,voiceless,voiceless,other,other,homorganic,other,other,No,No,No,No,No,No,No
3417,sɔ̀ti̍,(s.),,pointe extrême. Uiterste punt.,pointe extrême,Uiterste punt,,s,t,voiceless,voiceless,other,cor,non-homorganic,other,T,No,No,No,No,No,No,No
3419,sù’dì,(s.),,"vent, pet. Wind.","vent, pet",Wind,,s,d',voiceless,voiced,other,cor,non-homorganic,other,other,No,No,No,No,No,No,No
3420,su’du,(v.),,"lâcher un vent, peter. Wind laten.","lâcher un vent, peter",Wind laten,,s,d',voiceless,voiced,other,cor,non-homorganic,other,other,No,No,No,No,No,No,No
3421,sukpu,(v.),,"palper, tâter, sonder. Tasten, peilen.","palper, tâter, sonder","Tasten, peilen",,s,kp,voiceless,voiceless,other,labdor,non-homorganic,other,T,No,No,No,No,No,No,No
3422,sukpu,(v.),,"rincer. Spoelen, uitspoelen .",rincer,"Spoelen, uitspoelen",,s,kp,voiceless,voiceless,other,labdor,non-homorganic,other,T,No,No,No,No,No,No,No
3423,sulu,(v.),,mugir (de l’eau d’une cascade). Bruisen (van water).,mugir (de l’eau d’une cascade),Bruisen (van water),,s,l,voiceless,voiced,other,other,homorganic,other,other,No,No,No,No,No,No,No
3424,sulu,(v.),,"être faible, être timide. Zwak —, tenger zijn, niet moedig zijn.","être faible, être timide","Zwak —, tenger zijn, niet moedig zijn",,s,l,voiceless,voiced,other,other,homorganic,other,other,No,No,No,No,No,No,No
3425,sulu,(v.),,"cuire pour conserver, donner une première cuisson. Opkoken om te bewaren.","cuire pour conserver, donner une première cuisson",Opkoken om te bewaren,,s,l,voiceless,voiced,other,other,homorganic,other,other,No,No,No,No,No,No,No
3426,sùmbù,(s.),,queue d’animal à touffe de crins. Staartkwast.,queue d’animal à touffe de crins,Staartkwast,,s,mb,voiceless,voiced,other,lab,non-homorganic,other,ND,No,No,No,No,No,No,No
3427,susu,(v.),,se gonfler (de graines). Opzwellen (van graan en zaden).,se gonfler (de graines),Opzwellen (van graan en zaden),,s,s,voiceless,voiceless,other,other,homorganic,other,other,No,No,No,No,No,No,No
3428,sutu,(v.),,"retourner. Binnenste büiten keren.,",,,,s,t,voiceless,voiceless,other,cor,non-homorganic,other,T,No,No,No,No,No,No,No
3435,tà’da̍,(s.),,espèce de vigne sauvage à tiges articulées cassantes. Wilde wijngaard met brekerige,espèce de vigne sauvage à tiges articulées cassantes,Wilde wijngaard met brekerige,,t,d',voiceless,voiced,cor,cor,homorganic,T,other,No,No,No,No,No,No,No
3437,tafa,(v.),,"écarter en poussant légèrement Lichtjes wegstoten, .— wegslaan.","écarter en poussant légèrement Lichtjes wegstoten,",— wegslaan,,t,f,voiceless,voiceless,cor,other,non-homorganic,T,other,No,No,No,No,No,No,No
3439,takpa,(v.),,"joindre les deux bouts, rejoindre les deux extrêmes, refermer le cercle ; entourer ; se joindre, se refermer. Uiteinden samenbrengen, cirkel sluiten, omringen ; samenkomen, zich sluiten.","joindre les deux bouts, rejoindre les deux extrêmes, refermer le cercle ; entourer ; se joindre, se refermer","Uiteinden samenbrengen, cirkel sluiten, omringen ; samenkomen, zich sluiten",,t,kp,voiceless,voiceless,cor,labdor,non-homorganic,T,T,No,No,No,No,No,No,No
3441,tala,(v.),,"chatouiller, démanger. Jeuken, jeuksel geven.","chatouiller, démanger","Jeuken, jeuksel geven",,t,l,voiceless,voiced,cor,other,non-homorganic,T,other,No,No,No,No,No,No,No
3442,tàlà-,(s.),,"restant. Rest, çverblij- vend. '",restant,"Rest, çverblij- vend",,t,l,voiceless,voiced,cor,other,non-homorganic,T,other,No,No,No,No,No,No,No
3445,tálɛ̀,(s.),,petites taches chatouillantes. Kleine jeukselplekjes.,petites taches chatouillantes,Kleine jeukselplekjes,,t,l,voiceless,voiced,cor,other,non-homorganic,T,other,No,No,No,No,No,No,No
3446,tamba,(v.),,"toucher, tâter. Aantaken, tasten.","toucher, tâter","Aantaken, tasten",,t,mb,voiceless,voiced,cor,lab,non-homorganic,T,ND,No,No,No,No,No,No,No
3449,tana,(v.),,"trembler. Beven, bibberen; doen beven.",trembler,"Beven, bibberen; doen beven",,t,n,voiceless,voiced,cor,cor,homorganic,T,N,No,No,No,No,Yes,No,No
3450,ta̍na̍,(s.),,tortue. Schildpad.,tortue,Schildpad,,t,n,voiceless,voiced,cor,cor,homorganic,T,N,No,No,No,No,Yes,No,No
3451,tanda,(v.),,aveugler ; être aveuglé. Verblinden; verblind zijn.,aveugler ; être aveuglé,Verblinden; verblind zijn,,t,nd,voiceless,voiced,cor,cor,homorganic,T,ND,No,No,No,No,No,No,No
3452,tàndà,(s.),,"torche, — jadis en bois de tanda. Fakkel, vroeger van tandahout.",,,,t,nd,voiceless,voiced,cor,cor,homorganic,T,ND,No,No,No,No,No,No,No
3455,tàndu̍,(s.),,cécité. Blindheid.,cécité,Blindheid,,t,nd,voiceless,voiced,cor,cor,homorganic,T,ND,No,No,No,No,No,No,No
3456,taŋga,(v.),,"entrer de travers en avalant, monter au nez. In neusholte schieten.","entrer de travers en avalant, monter au nez",In neusholte schieten,,t,ŋg,voiceless,voiced,cor,dor,non-homorganic,T,ND,No,No,No,No,No,No,No
3457,tàŋge̍,(s.),,lit en longerons et lattes de palmier raphia. Inlands bed uit stokken en latten van rafiqpalmbladstelen.,lit en longerons et lattes de palmier raphia,Inlands bed uit stokken en latten van rafiqpalmbladstelen,,t,ŋg,voiceless,voiced,cor,dor,non-homorganic,T,ND,No,No,No,No,No,No,No
3459,tata,(v.),,"tendre, étendre, étirer ; s’étendre. Uitrekken, uitstrekken, openspannen ; zich uitstreken.","tendre, étendre, étirer ; s’étendre","Uitrekken, uitstrekken, openspannen ; zich uitstreken",,t,t,voiceless,voiceless,cor,cor,homorganic,T,T,No,No,No,No,No,No,No
3463,tele,(v.),,"lief—, attacher de distance en distance. Hier en daar vastbinden.","lief—, attacher de distance en distance",Hier en daar vastbinden,,t,l,voiceless,voiced,cor,other,non-homorganic,T,other,No,No,No,No,No,No,No
3468,tɛkpɛ,(v.),,"filtrer, passer par un tamis. Filteren, door zeef gieten.","filtrer, passer par un tamis","Filteren, door zeef gieten",,t,kp,voiceless,voiceless,cor,labdor,non-homorganic,T,T,No,No,No,No,No,No,No
3469,tɛ̀kpa̍,(s.),,perche servant de manche de houlette pour creu-ser des trous à planter. Lange stok voor schupje.,perche servant de manche de houlette pour creu-ser des trous à planter,Lange stok voor schupje,,t,kp,voiceless,voiceless,cor,labdor,non-homorganic,T,T,No,No,No,No,No,No,No
3470,tɛlɛ,(v.),,"caqueter, gazouiller. Kakelen, kwetteren, knepen (van krekel).","caqueter, gazouiller","Kakelen, kwetteren, knepen (van krekel)",,t,l,voiceless,voiced,cor,other,non-homorganic,T,other,No,No,No,No,No,No,No
3471,tɛ̍la̍-,(s.),"tɛ́lá gɛ̃̀, gbà tɛ́lá gɛ̃̀",",  : première prise des nasses. Eerste lichting der fuiken.",", tɛ́lá gɛ̃̀, = gbà tɛ́lá gɛ̃̀ : première prise des nasses",Eerste lichting der fuiken,,t,l,voiceless,voiced,cor,other,non-homorganic,T,other,No,No,No,No,No,No,No
3475,tiki,(v.),,chatouiller (sur les os). Kittelen (niet met iets zacht).,chatouiller (sur les os),Kittelen (niet met iets zacht),,t,k,voiceless,voiceless,cor,dor,non-homorganic,T,T,No,No,No,No,No,No,No
3476,tìkì,(s.),,"bâton plat pour remuer la bouillie. Roerspaan, platte stok om brij te roeren.",bâton plat pour remuer la bouillie,"Roerspaan, platte stok om brij te roeren",,t,k,voiceless,voiceless,cor,dor,non-homorganic,T,T,No,No,No,No,No,No,No
3477,tìkì,(s.),,engoulevent à rémiges étirées en ruban. Nachtzwaluw met twee lange vleugelpennen als wimpels (Cosmetomis.vexil- laris).,engoulevent à rémiges étirées en ruban,Nachtzwaluw met twee lange vleugelpennen als wimpels (Cosmetomis,,t,k,voiceless,voiceless,cor,dor,non-homorganic,T,T,No,No,No,No,No,No,No
3478,tili,(v.),,"pousser qc. de posé, déplacer, faire glisser ; se déplacer en glissant, glisser. Verduwen, verschuiven ; schuiven,, uitschuiven.",pousser qc,"de posé, déplacer, faire glisser ; se déplacer en glissant, glisser",,t,l,voiceless,voiced,cor,other,non-homorganic,T,other,No,No,No,No,No,No,No
3479,tìli̍,(s.),,"ennui, paresse. Verveling, luiheid, loomheid.","ennui, paresse","Verveling, luiheid, loomheid",,t,l,voiceless,voiced,cor,other,non-homorganic,T,other,No,No,No,No,No,No,No
3480,tìlì,(s.),’dɛ̍ tìlì- ,", : les reins, le milieu. De lenden.",", ’dɛ̍ tìlì- : les reins, le milieu",De lenden,,t,l,voiceless,voiced,cor,other,non-homorganic,T,other,No,No,No,No,No,No,No
3482,tìnda̍,(s.),,grands termites jaunes de la forêt. Grote bosternïieten.,grands termites jaunes de la forêt,Grote bosternïieten,,t,nd,voiceless,voiced,cor,cor,homorganic,T,ND,No,No,No,No,No,No,No
3484,tiŋbi,(v.),,"basculer, se renverser de coté, être recourbé ; renverser. Kantelen, zijlings vallen, omgeplooid zijn; doen kantelen.","basculer, se renverser de coté, être recourbé ; renverser","Kantelen, zijlings vallen, omgeplooid zijn; doen kantelen",,t,ŋb,voiceless,voiced,cor,labdor,non-homorganic,T,ND,No,No,No,No,No,No,No
3485,tisi,(v.),,"saisir des griffes, agripper. Vastklauwen, vastgrijpen.","saisir des griffes, agripper","Vastklauwen, vastgrijpen",,t,s,voiceless,voiceless,cor,other,non-homorganic,T,other,No,No,No,No,No,No,No
3492,to’do,(v.),,"transverser, dé' canter, verser. Overgieten, af’ gieten.","transverser, dé' canter, verser","Overgieten, af’ gieten",,t,d',voiceless,voiced,cor,cor,homorganic,T,other,No,No,No,No,No,No,No
3493,tòkò,(s.) ,,: plante de la famille des aracées à tubercules comestibles. Plant met eerbare knollen (Caladium sp.),,,,t,k,voiceless,voiceless,cor,dor,non-homorganic,T,T,No,No,No,No,No,No,No
3495,tòlè,(s.),,"insecte vénimeux, comme un gros perce-oreilles à grosse tête ; scorpion. Vergiftig insect als dikke oorworm; schorpioen.","insecte vénimeux, comme un gros perce-oreilles à grosse tête ; scorpion",Vergiftig insect als dikke oorworm; schorpioen,,t,l,voiceless,voiced,cor,other,non-homorganic,T,other,No,No,No,No,No,No,No
3496,tòlè,(s.),,charge. Vracht.,charge,Vracht,,t,l,voiceless,voiced,cor,other,non-homorganic,T,other,No,No,No,No,No,No,No
3497,tolo,(v.),,porter une charge ' sur la tête. Vracht op het hoofd dragen.,porter une charge ' sur la tête,Vracht op het hoofd dragen,,t,l,voiceless,voiced,cor,other,non-homorganic,T,other,No,No,No,No,No,No,No
3498,tòlo̍,(s.),,chien. Hond.,chien,Hond,,t,l,voiceless,voiced,cor,other,non-homorganic,T,other,No,No,No,No,No,No,No
3500,tombo,(v.),,"envoyer. Zenden, sturen.",envoyer,"Zenden, sturen",,t,mb,voiceless,voiced,cor,lab,non-homorganic,T,ND,No,No,No,No,No,No,No
3501,tòŋgé,(s.),,écope pour puiser la bière. Bierschepper.,écope pour puiser la bière,Bierschepper,,t,ŋg,voiceless,voiced,cor,dor,non-homorganic,T,ND,No,No,No,No,No,No,No
3502,toso,(v. r.),,#NAME?,#NAME?,Met de punten tegen malkander stoten,,t,s,voiceless,voiceless,cor,other,non-homorganic,T,other,No,No,No,No,No,No,No
3509,tɔbɔ,(v.),,"être mouillé, être humide et fertile (du sol). Nat zijn, vochtig en vettig zijn (van grond).","être mouillé, être humide et fertile (du sol)","Nat zijn, vochtig en vettig zijn (van grond)",,t,b,voiceless,voiced,cor,lab,non-homorganic,T,D,Yes,No,No,No,No,No,No
3512,tɔkɔ,(s.),,sang. Bloed.,sang,Bloed,,t,k,voiceless,voiceless,cor,dor,non-homorganic,T,T,No,No,No,No,No,No,No
3514,tɔlɔ,(v.),,"compter, épeler. Tellen, na een opzeggen.","compter, épeler","Tellen, na een opzeggen",,t,l,voiceless,voiced,cor,other,non-homorganic,T,other,No,No,No,No,No,No,No
3517,tɔndɔ,(v.),,"soutenir, supporter. Schragen, ondersteunen.","soutenir, supporter","Schragen, ondersteunen",,t,nd,voiceless,voiced,cor,cor,homorganic,T,ND,No,No,No,No,No,No,No
3522,tufu,(v.),,"cracher. Spuwen, uit- _ spuwen.",cracher,"Spuwen, uit- _ spuwen",,t,f,voiceless,voiceless,cor,other,non-homorganic,T,other,No,No,No,No,No,No,No
3524,tùlà,(s.),,maïs destiné à être pilé. Maïs bestemd om tot meel gestampt te worden.,maïs destiné à être pilé,Maïs bestemd om tot meel gestampt te worden,,t,l,voiceless,voiced,cor,other,non-homorganic,T,other,No,No,No,No,No,No,No
3525,tulu,(v.),,"ennuyer en taquinant, agacer, irriter. Plagen, tergen.","ennuyer en taquinant, agacer, irriter","Plagen, tergen",,t,l,voiceless,voiced,cor,other,non-homorganic,T,other,No,No,No,No,No,No,No
3526,tulu,(v.),,"ramasser proprement, — au balai,— au rateau. Proper opruimen, — oprakelen.","ramasser proprement, — au balai,— au rateau","Proper opruimen, — oprakelen",,t,l,voiceless,voiced,cor,other,non-homorganic,T,other,No,No,No,No,No,No,No
3527,tu̍lu̍,(s.),,"figuier sauvage, donnant jadis l’écorce pour vêtements ; ètôffe d'écorce battue ; étoffe Quelconque, vêtement. Wilde vijgeboom, gekweekt vroeger Voor de schors gebruikt als kledingstof ; goed van geklopte schors; kleergoed (gelijk welk)v klederen.","figuier sauvage, donnant jadis l’écorce pour vêtements ; ètôffe d'écorce battue ; étoffe Quelconque, vêtement","Wilde vijgeboom, gekweekt vroeger Voor de schors gebruikt als kledingstof ; goed van geklopte schors; kleergoed (gelijk welk)v klederen",,t,l,voiceless,voiced,cor,other,non-homorganic,T,other,No,No,No,No,No,No,No
3529,tùmbà,(s.),,"pièce d’étoffe pour rapiécer. Lap, stuk goed om kleren te herstellen.",pièce d’étoffe pour rapiécer,"Lap, stuk goed om kleren te herstellen",,t,mb,voiceless,voiced,cor,lab,non-homorganic,T,ND,No,No,No,No,No,No,No
3530,tunu,(v.),,"éveiller ; se réveiller, revenir à la vie. Wekken; wakker worden, tot zich zelf komen, herleven.","éveiller ; se réveiller, revenir à la vie","Wekken; wakker worden, tot zich zelf komen, herleven",,t,n,voiceless,voiced,cor,cor,homorganic,T,N,No,No,No,No,Yes,No,No
3533,tũ̀zé,(s.),,"luciole, petit insecte émettant de la lumière par intervalles. Fos foor kevertje, dat bij korte tussenpozen licht uitstraalt.","luciole, petit insecte émettant de la lumière par intervalles","Fos foor kevertje, dat bij korte tussenpozen licht uitstraalt",,t,z,voiceless,voiced,cor,other,non-homorganic,T,other,No,No,No,No,No,No,No
3549,vùlɛ̀,(s.) ,,: genette. Genetkatje (Ge- netta sp. sp.),,,,v,l,voiced,voiced,other,other,homorganic,other,other,No,No,No,No,No,No,No
3550,vúlù,(s.),,fausse loutre à poils lisses et .queue aplatie de coté. Valse otter met glad haar en zijlings afgeplatte staart (Potamogale velox).,fausse loutre à poils lisses et,queue aplatie de coté,,v,l,voiced,voiced,other,other,homorganic,other,other,No,No,No,No,No,No,No
3554,waka,(v.),,"être à demi brûlé (broussaille). Half verbrand zijn .. (veld, gras).",être à demi brûlé (broussaille),Half verbrand zijn,,w,k,voiced,voiceless,other,dor,non-homorganic,other,T,No,No,No,No,No,No,No
3556,wala,(v.),,porter des fruits. Vruchten dragen.,porter des fruits,Vruchten dragen,,w,l,voiced,voiced,other,other,homorganic,other,other,No,No,No,No,No,No,No
3557,wa̍la̍,(s.),,fruit. Vrucht.,fruit,Vrucht,,w,l,voiced,voiced,other,other,homorganic,other,other,No,No,No,No,No,No,No
3558,wala,(v.), dɛ̀ dɔ̃̍ ,", =: devenir court, s’user. Kort worden, afslijten.",", = dɛ̀ dɔ̃̍ : devenir court, s’user","Kort worden, afslijten",,w,l,voiced,voiced,other,other,homorganic,other,other,No,No,No,No,No,No,No
3559,wàlà,(s.),,"houlette, houe indigène. Schupje, inlandse hak.","houlette, houe indigène","Schupje, inlandse hak",,w,l,voiced,voiced,other,other,homorganic,other,other,No,No,No,No,No,No,No
3560,wa̍la̍,(s.),,"chemin, sentier, passage. Weg, wegel, doorgang.","chemin, sentier, passage","Weg, wegel, doorgang",,w,l,voiced,voiced,other,other,homorganic,other,other,No,No,No,No,No,No,No
3561,wàli̍,(s.),,"ostentation, vantardise. Grootdoenerij, bluf.","ostentation, vantardise","Grootdoenerij, bluf",,w,l,voiced,voiced,other,other,homorganic,other,other,No,No,No,No,No,No,No
3562,wã̀yá,(s.),,"source sous l’eau faisant bouillonner le sable. Bron onder water, die het zand opwerpt.",source sous l’eau faisant bouillonner le sable,"Bron onder water, die het zand opwerpt",,w,y,voiced,voiced,other,other,homorganic,other,other,No,No,No,No,No,No,No
3566,wele,(v.),,"sonner, rendre un son. Klinken, luiden.","sonner, rendre un son","Klinken, luiden",,w,l,voiced,voiced,other,other,homorganic,other,other,No,No,No,No,No,No,No
3567,wéle̍,(s.),,"homme, quelqu’un. Mens, iemand.",", — wi̍ : homme, quelqu’un","Mens, iemand",,w,l,voiced,voiced,other,other,homorganic,other,other,No,No,No,No,No,No,No
3568,wèle̍,(s.),wèlé kɛ́ ,", : celui-là ; celui qui. Deze daar; deze die.",", wèlé kɛ́ : celui-là ; celui qui",Deze daar; deze die,,w,l,voiced,voiced,other,other,homorganic,other,other,No,No,No,No,No,No,No
3569,wèle̍,(s.),,propriétaire ; soi-même. Eigenaar ; (zich ) zelf.,propriétaire ; soi-même,Eigenaar ; (zich ) zelf,,w,l,voiced,voiced,other,other,homorganic,other,other,No,No,No,No,No,No,No
3571,wèse̍,(s.),,"soleil, lumière du soleil, jour. Zon, licht, dag.","soleil, lumière du soleil, jour","Zon, licht, dag",,w,s,voiced,voiceless,other,other,homorganic,other,other,No,No,No,No,No,No,No
3572,wɛlɛ,(v.),,"se hâter; accélérer, presser. ' Zich haasten ; doen haasten. -","se hâter; accélérer, presser",' Zich haasten ; doen haasten,,w,l,voiced,voiced,other,other,homorganic,other,other,No,No,No,No,No,No,No
3573,wɛŋgɛ,(v.),,"s’incliner, pencher. Neigen, overhellen.","s’incliner, pencher","Neigen, overhellen",,w,ŋg,voiced,voiced,other,dor,non-homorganic,other,ND,No,No,No,No,No,No,No
3575,woko,(v.),,rinqer (la bou- . che). Spoelen (mond).,rinqer (la bou-,che),,w,k,voiced,voiceless,other,dor,non-homorganic,other,T,No,No,No,No,No,No,No
3576,woko,(v.),,être tiède. Lauw zijn.,,,,w,k,voiced,voiceless,other,dor,non-homorganic,other,T,No,No,No,No,No,No,No
3578,wolo,(v. vx. cfr.),dɛ̀ hòlò ; dɛ̀ wòlò , faire une ouverture ; s’ouvrir. Opening maken; open worden.,dɛ̀ hòlò ; dɛ̀ wòlò : faire une ouverture ; s’ouvrir,Opening maken; open worden,,w,l,voiced,voiced,other,other,homorganic,other,other,No,No,No,No,No,No,No
3579,wo̍lo̍,(s.),ta̍ wo̍lo̍ ,", = : jabot, oesophage. Krop, slokdarm.",", = ta̍ wo̍lo̍ : jabot, oesophage","Krop, slokdarm",,w,l,voiced,voiced,other,other,homorganic,other,other,No,No,No,No,No,No,No
3582,wɔ̀lɔ̀,(s.),,cadavre. Lijk.,cadavre,Lijk,,w,l,voiced,voiced,other,other,homorganic,other,other,No,No,No,No,No,No,No
3584,wɔ̀lɔ̀,(s.),,jupe d’écorce de bananiers ou de feuilles déchirées en rubans. Rokje' uit banaan- schors of gescheurde bladeren.,jupe d’écorce de bananiers ou de feuilles déchirées en rubans,Rokje' uit banaan- schors of gescheurde bladeren,,w,l,voiced,voiced,other,other,homorganic,other,other,No,No,No,No,No,No,No
3585,wɔŋgɔ,(v.),,"écraser ■—, broyer une chose qui n’est pas dure. Stukpletten (iets rauw of zacht).","écraser ■—, broyer une chose qui n’est pas dure",Stukpletten (iets rauw of zacht),,w,ŋg,voiced,voiced,other,dor,non-homorganic,other,ND,No,No,No,No,No,No,No
3586,wúkó,(s.),,femme ; épouse. Vrouw ; huisvrouw.,femme ; épouse,Vrouw ; huisvrouw,,w,k,voiced,voiceless,other,dor,non-homorganic,other,T,No,No,No,No,No,No,No
3588,wúlà,(s.), dɛ́ wúlà,", : en lieu ouvert. In het openbaar.",", dɛ́ wúlà : en lieu ouvert",In het openbaar,,w,l,voiced,voiced,other,other,homorganic,other,other,No,No,No,No,No,No,No
3589,wúlì,(s.),,homme ; mari ; mâle. Man ; echtgenoot ; mannetje.,homme ; mari ; mâle,Man ; echtgenoot ; mannetje,,w,l,voiced,voiced,other,other,homorganic,other,other,No,No,No,No,No,No,No
3592,ya’da,(v. cfr.),,"la’da : sucer. Afzuigen, opzuigen.",la’da : sucer,"Afzuigen, opzuigen",,y,d',voiced,voiced,other,cor,non-homorganic,other,other,No,No,No,No,No,No,No
3593,yaka,(v.),,"secouer-, agiter. Schud- ■ den, opschudden; geschud worden, waggelen.","secouer-, agiter","Schud- ■ den, opschudden; geschud worden, waggelen",,y,k,voiced,voiceless,other,dor,non-homorganic,other,T,No,No,No,No,No,No,No
